idx1,idx2,id_1,authors_1,title_1,venue_name_1,venue_vol_1,venue_date_1,blocking_key_1,id_2,authors_2,title_2,venue_name_2,venue_vol_2,venue_date_2,blocking_key_2
288,199,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,200,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,204,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,205,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,207,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman s. e.; lebiere c.,"the cascade-correlation learning architecture,",,,1990.0,T2F41990
288,208,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,212,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,214,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,215,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,216,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,217,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,218,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,225,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,227,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,231,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,232,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,233,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,236,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,241,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
288,259,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2).,,1990.0,T2F41990
288,263,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,","""Advances in Neural Information Processing Systems""",Vol. 2,1990.0,T2F41990
288,264,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,",`Advances in Neural Information Processing Systems',Vol. 2,1990.0,T2F41990
288,265,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,","""Advances in Neural Information Processing Systems""",Vol. 2,1990.0,T2F41990
288,266,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation architecture.,In Advances in Neural Information Processing Systems,Volume 2,1990.0,T2F41990
288,267,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation architecture.,In Advances in Neural Information Processing Systems,Volume 2,1990.0,T2F41990
288,269,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,vol. 2,1990.0,T2F41990
288,270,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation learning architecture.,In Neural Information Processing Systems,2.,1990.0,T2F41990
288,271,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation learning architecture.,In Neural Information Processing Systems,2.,1990.0,T2F41990
288,272,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T2F41990
288,273,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T2F41990
288,274,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning algorithm.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
288,275,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2.,1990.0,T2F41990
288,276,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade correlaion learning architecture.,NIPS.,,1990.0,T2F41990
288,277,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation architecture.,In Advances in Neural Information Processing Systems,Vol. 2.,1990.0,T2F41990
288,278,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation architecture.,In Advances in Neural Information Processing Systems,Vol. 2.,1990.0,T2F41990
288,279,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in 43 Neural Information Processing Systems,2,1990.0,T2F41990
288,280,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
288,281,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T2F41990
288,282,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T2F41990
288,283,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,2.,1990.0,T2F41990
288,284,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
288,285,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
288,286,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
288,287,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
289,194,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architec ture,",,,1990.0,T2F41990
289,195,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,",,,1990.0,T2F41990
289,196,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
289,197,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
